tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,is-fire-related,text_nourl,key_score,from_locations,sent
27,"Paradise, CA",1.07E+18,I have never felt so honored and grateful to serve within my nursing and human capacity. What an incredible mission to assist hundreds of wildfire victims who… https://www.instagram.com/p/BqnM4ILnsi6RqxYGYkqc_jmalXqBeqFq-Rx0wA0/?utm_source=ig_twitter_share&amp;igshid=1r2nkg2uel6bq,2018-11-25 17:57:53+00:00,,amaze_elle,,0,1,https://twitter.com/amaze_elle/status/1066752850011803650,25,17,57,1,1,I have never felt so honored and grateful to serve within my nursing and human capacity. What an incredible mission to assist hundreds of wildfire victims who…,1,"Chico, CA",1
,"Oroville, CA",1.06E+18,I just love these walnut French bread boards!! My favorite! #cuttingboards #cuttingboards #walnut #walnutcuttingboard #myjob #frenchbreadboard #woodworking #woodwork #giftideas… https://www.instagram.com/p/Bp0V9tFgA9b/?utm_source=ig_twitter_share&amp;igshid=q81ej2ib1id8,2018-11-05 23:55:56+00:00,#cuttingboards #cuttingboards #walnut #walnutcuttingboard #frenchbreadboard #woodworking #woodwork #giftideas,aprilmorse,,0,0,https://twitter.com/aprilmorse/status/1059595199612141568,5,23,55,0,0,I just love these walnut French bread boards!! My favorite! #cuttingboards #cuttingboards #walnut #walnutcuttingboard #myjob #frenchbreadboard #woodworking #woodwork #giftideas…,0,"Lodi, CA",1
671,"Paradise, CA",1.06E+18,"I lived in #paradise California with my parents and sister @amorisw as a kid for a bit and I’m devastated to hear about the fires that have destroyed, displaced and hurt so many people.… https://www.instagram.com/p/Bp_AlLKnHXS/?utm_source=ig_twitter_share&amp;igshid=gqsdh8krbg73",2018-11-10 03:20:46+00:00,#paradise,iamskyewalker,@amorisw,0,0,https://twitter.com/iamskyewalker/status/1061096297703321600,10,3,20,1,1,"I lived in #paradise California with my parents and sister @amorisw as a kid for a bit and I’m devastated to hear about the fires that have destroyed, displaced and hurt so many people.…",0,"Paradise, CA",0
,Butte County,1.06E+18,I love brunch. Take me to brunch and chances are high we’ll be best friends forever. @The Exchange https://www.instagram.com/p/BpxW7NMl7cD/?utm_source=ig_twitter_share&amp;igshid=1pieoixmmc0j,2018-11-04 20:06:38+00:00,,MegRaeB,,0,0,https://twitter.com/MegRaeB/status/1059175105589379073,4,20,6,0,0,I love brunch. Take me to brunch and chances are high we’ll be best friends forever. @The Exchange,0,"Oroville, CA",1
33,Butte County,1.07E+18,I love our lil town #supportsmallbusiness #smalltown #downtown #historic #california #northerncalifornia #smalltowngirl #dream #big #aspiretoinspire #patientrights #fall #leaves #trees… https://www.instagram.com/p/BqmAXLan36j/?utm_source=ig_twitter_share&amp;igshid=jcjbzbx2hq5p,2018-11-25 06:51:48+00:00,#supportsmallbusiness #smalltown #downtown #historic #california #northerncalifornia #smalltowngirl #dream #big #aspiretoinspire #patientrights #fall #leaves #trees,bridgit724,,0,0,https://twitter.com/bridgit724/status/1066585226737008641,25,6,51,1,0,I love our lil town #supportsmallbusiness #smalltown #downtown #historic #california #northerncalifornia #smalltowngirl #dream #big #aspiretoinspire #patientrights #fall #leaves #trees…,0,"Oroville, CA",1
829,Butte County,1.06E+18,I love this community! What are you doing to give back? Thanks #roundtableoroville and #foodmaxxoroville for making a donation to our bcsonews dispatchers! @… https://www.instagram.com/p/Bp70WHQH9MxE-TbJ6iWG80ISXfvmilJWUuUZ_Y0/?utm_source=ig_twitter_share&amp;igshid=135pamae67g29,2018-11-08 21:36:17+00:00,#roundtableoroville #foodmaxxoroville,CariErwin,,0,0,https://twitter.com/CariErwin/status/1060647219827748865,8,21,36,1,0,I love this community! What are you doing to give back? Thanks #roundtableoroville and #foodmaxxoroville for making a donation to our bcsonews dispatchers! @…,0,"Oroville, CA",1
441,"Paradise, CA",1.06E+18,"I M A G I N E: - (Watch Til The End. G O D Is Good.) A Father Drives His Family Through A High Way, Surrounded By The Outrageous Wild Fire . As His Daughter In The BackSeat Prays For… https://www.instagram.com/p/BqGRDNrhDcz/?utm_source=ig_twitter_share&amp;igshid=1bp7hzu17ts4p",2018-11-14 21:02:38+00:00,,WeedyBeats,,0,0,https://twitter.com/WeedyBeats/status/1062813076733468677,14,21,2,1,1,"I M A G I N E: - (Watch Til The End. G O D Is Good.) A Father Drives His Family Through A High Way, Surrounded By The Outrageous Wild Fire . As His Daughter In The BackSeat Prays For…",1,"Paradise, CA",0
,"Paradise, CA",1.06E+18,i miss these picnics @keelinaiko @Pomona West Apartments https://www.instagram.com/p/Bpvc5aSFywtSYYQveLc-cY6peIt6T16XUU_6b00/?utm_source=ig_twitter_share&amp;igshid=1gcyjpqm3jh3k,2018-11-04 02:20:21+00:00,,nocakeyky,@keelinaiko,0,0,https://twitter.com/nocakeyky/status/1058906766472183808,4,2,20,0,0,i miss these picnics @keelinaiko @Pomona West Apartments,0,"Chico, CA",0
789,"Paradise, CA",1.06E+18,"I need lots of energy today. So look what I just made for breakfast! (thank YOU Bill, for the divine #chinooksalmon ) Chinook (aka #tyeesalmon #kingsalmon #springsalmon )… https://www.instagram.com/liveg2g/p/Bp43UJ9H5ix/?utm_source=ig_twitter_share&amp;igshid=1djip5h8cvd3e",2018-11-07 18:04:20+00:00,#chinooksalmon #tyeesalmon #kingsalmon #springsalmon,liveg2g,,0,0,https://twitter.com/liveg2g/status/1060231493287636992,7,18,4,0,0,"I need lots of energy today. So look what I just made for breakfast! (thank YOU Bill, for the divine #chinooksalmon ) Chinook (aka #tyeesalmon #kingsalmon #springsalmon )…",0,"Paradise, CA",1
802,"Paradise, CA",1.06E+18,"I needed to relax some. Maybe this will help some of you. It's a stressful night for many of us. Stay strong. #fender #stratocaster #strat #guitar #election2018 #election @Chico,… https://www.instagram.com/p/Bp3UFztnbsM/?utm_source=ig_twitter_share&amp;igshid=1wsqz0fpg5qe1",2018-11-07 03:38:55+00:00,#fender #stratocaster #strat #guitar #election2018 #election,robertmaxrees,,1,0,https://twitter.com/robertmaxrees/status/1060013701376499712,7,3,38,0,0,"I needed to relax some. Maybe this will help some of you. It's a stressful night for many of us. Stay strong. #fender #stratocaster #strat #guitar #election2018 #election @Chico,…",0,"Chico, CA",1
561,"Paradise, CA",1.06E+18,I prepared an emergency kit for you Lauren inspired from your Instagram post thelaurengrahamofficialfan alexis.bledel #alexis.bledel #worldstar #hiphop #rap #music #wshh @lilycollinspy… https://www.instagram.com/p/BqEJk3yAbwB/?utm_source=ig_twitter_share&amp;igshid=1eh3vezukugvw,2018-11-12 03:19:43+00:00,#alexis #worldstar #hiphop #rap #music #wshh,BreathFogdKnife,,0,0,https://twitter.com/BreathFogdKnife/status/1061820811064029185,12,3,19,1,0,I prepared an emergency kit for you Lauren inspired from your Instagram post thelaurengrahamofficialfan alexis.bledel #alexis.bledel #worldstar #hiphop #rap #music #wshh @lilycollinspy…,0,"Paradise, CA",1
,"Paradise, CA",1.06E+18,"I ran my first ever spartan race yesterday and let me tell y’all it was no easy feat... but it was SO MUCH FUN! I’m so glad I got to run it with these ones Also, am I crazy if I say I… https://www.instagram.com/p/Bp0S1xZHZFN/?utm_source=ig_twitter_share&amp;igshid=1x92r8tcjs9kv",2018-11-05 23:41:00+00:00,,godownbIazing,,2,1,https://twitter.com/godownbIazing/status/1059591442836803584,5,23,41,0,0,"I ran my first ever spartan race yesterday and let me tell y’all it was no easy feat... but it was SO MUCH FUN! I’m so glad I got to run it with these ones Also, am I crazy if I say I…",0,"Paradise, CA",1
125,"Oroville, CA",1.06E+18,"I sleep so good knowing I have JESUS in my life! What a difference, I'm so grateful for my life! My organs aren't damaged, and YES!!! ALL THE ONES WHO LOVE POINTING OUT THE NEGATIVE… https://www.instagram.com/p/BqF3jdZHanL/?utm_source=ig_twitter_share&amp;igshid=1g355c4a1fk87",2018-11-12 19:20:37+00:00,,Vanessa21559993,,0,0,https://twitter.com/Vanessa21559993/status/1062062629550780416,12,19,20,1,0,"I sleep so good knowing I have JESUS in my life! What a difference, I'm so grateful for my life! My organs aren't damaged, and YES!!! ALL THE ONES WHO LOVE POINTING OUT THE NEGATIVE…",0,"Oroville, CA",1
861,Butte County,1.06E+18,"I Support My Homies #Repost @sara______x ・・・ Country music day with the pups, got a few available. Dm for more info #ERP for more info contact 530-329-4206 @Butte County, California https://www.instagram.com/p/Bp5jwBfBDhP/?utm_source=ig_twitter_share&amp;igshid=1ju0uc0le4vc1",2018-11-08 00:34:40+00:00,#Repost #ERP,OG_Goonster021,@Sara______x,0,0,https://twitter.com/OG_Goonster021/status/1060329722268319744,8,0,34,1,0,"I Support My Homies #Repost @sara______x ・・・ Country music day with the pups, got a few available. Dm for more info #ERP for more info contact 530-329-4206 @Butte County, California",0,"Oroville, CA",1
83,"Paradise, CA",1.07E+18,I think it’s important the public understands just how special Paradise California was before the fire. Sometimes it’s hard to relate to another town when all you see is destruction. This… https://www.instagram.com/p/Bqhx-8pgedx/?utm_source=ig_twitter_share&amp;igshid=r04b0b3ukjh5,2018-11-23 15:26:42+00:00,,michaelcapponi,,3,0,https://twitter.com/michaelcapponi/status/1065990026209648641,23,15,26,1,1,I think it’s important the public understands just how special Paradise California was before the fire. Sometimes it’s hard to relate to another town when all you see is destruction. This…,0,"Paradise, CA",1
801,"Paradise, CA",1.06E+18,I went to a medieval feast tonight and it was so much fun to talk to my classmates outside of school. There was more people there than this video showed but it… https://www.instagram.com/p/Bp3fmK5HvUus2LZI_txM4FYS3KTz_7Aro7nhQI0/?utm_source=ig_twitter_share&amp;igshid=7yt02oyeu4l0,2018-11-07 05:28:06+00:00,,agoddessthing,,0,0,https://twitter.com/agoddessthing/status/1060041177926234112,7,5,28,0,0,I went to a medieval feast tonight and it was so much fun to talk to my classmates outside of school. There was more people there than this video showed but it…,0,nolocationfound,1
72,"Paradise, CA",1.07E+18,I'm at @City_of_Chico in CA https://www.swarmapp.com/c/lI8EHrWzvjl,2018-11-23 23:36:22+00:00,,amo0r_s,@City_of_Chico,0,1,https://twitter.com/amo0r_s/status/1066113258715779072,23,23,36,1,0,I'm at @City_of_Chico in CA,0,"Chico, CA",1
188,"Paradise, CA",1.07E+18,"I'm at Chico @Amtrak in Chico, CA https://www.swarmapp.com/c/9YQ9upw0Fr8",2018-11-20 23:03:59+00:00,,S764xx,@Amtrak,0,0,https://twitter.com/S764xx/status/1065017943497551872,20,23,3,1,0,"I'm at Chico @Amtrak in Chico, CA",0,"Chico, CA",1
787,"Paradise, CA",1.06E+18,"I'm at Glenn Hall in Chico, CA",2018-11-07 18:45:46+00:00,,AALI_77,,0,0,https://twitter.com/AALI_77/status/1060241917127081992,7,18,45,0,0,"I'm at Glenn Hall in Chico, CA",0,"Chico, CA",1
869,Butte County,1.06E+18,"I'm at Oroville Branch Library in Oroville, CA https://www.swarmapp.com/c/3yoctcF7bsN",2018-11-07 18:48:13+00:00,,ERRoessler,,0,0,https://twitter.com/ERRoessler/status/1060242536541929472,7,18,48,0,0,"I'm at Oroville Branch Library in Oroville, CA",0,"Oroville, CA",0
231,"Paradise, CA",1.06E+18,"I'm at Willow Oak Villas in Chico, CA",2018-11-20 00:36:59+00:00,,AMK26xx,,0,0,https://twitter.com/AMK26xx/status/1064678960280289280,20,0,36,1,0,"I'm at Willow Oak Villas in Chico, CA",0,"Chico, CA",1
463,"Paradise, CA",1.06E+18,"I'm in good hands! @Chico, California https://www.instagram.com/p/BqJRrK_B0Cn/?utm_source=ig_twitter_share&amp;igshid=1db68194llswc",2018-11-14 03:02:30+00:00,,PastorAndrewMcH,,0,0,https://twitter.com/PastorAndrewMcH/status/1062541252724383744,14,3,2,1,0,"I'm in good hands! @Chico, California",0,"Chico, CA",1
,"Paradise, CA",1.06E+18,I've made some progress to my side of the room @Sacramento State https://www.instagram.com/p/Bp0VKZZBTny/?utm_source=ig_twitter_share&amp;igshid=gdatlxb6qxd,2018-11-05 23:48:56+00:00,,dany12459,,0,0,https://twitter.com/dany12459/status/1059593438197358592,5,23,48,0,0,I've made some progress to my side of the room @Sacramento State,0,"Sacramento, CA",1
,"Paradise, CA",1.06E+18,"I’m feeling insecure. • Social media is generally a place where we share our strong moments, our picture perfect moments, our “I’ve got it all together” moments. But if I want to have a… https://www.instagram.com/p/BpzmBUEl4Wv/?utm_source=ig_twitter_share&amp;igshid=la3yo9b5xgtb",2018-11-05 16:56:59+00:00,,AshleyMJackson,,0,0,https://twitter.com/AshleyMJackson/status/1059489768428498944,5,16,56,0,0,"I’m feeling insecure. • Social media is generally a place where we share our strong moments, our picture perfect moments, our “I’ve got it all together” moments. But if I want to have a…",0,"Chico, CA",1
442,"Paradise, CA",1.06E+18,"I’m having an emotional and powerful week in California at the Soil Heath Academy with Ray Archuleta, Gabe Brown, and about 40 other brilliant instructors and farmer/ranchers. We’re a… https://www.instagram.com/p/BqLKowCBR9T/?utm_source=ig_twitter_share&amp;igshid=1w1nnd6ffre1e",2018-11-14 20:39:33+00:00,,SarahBeeGirl,,0,0,https://twitter.com/SarahBeeGirl/status/1062807270180847616,14,20,39,1,0,"I’m having an emotional and powerful week in California at the Soil Heath Academy with Ray Archuleta, Gabe Brown, and about 40 other brilliant instructors and farmer/ranchers. We’re a…",0,"Chico, CA",1
571,"Paradise, CA",1.06E+18,"I’m in central California safe and directly in between the #Campfire in Northern #California which has completely burned the town of Paradise, California The #woolseyfire is in Southern… https://www.instagram.com/p/BqD1bdXnFWd/?utm_source=ig_twitter_share&amp;igshid=1mirlud77mppq",2018-11-12 00:19:35+00:00,#Campfire #California #woolseyfire,locanbrand,,0,0,https://twitter.com/locanbrand/status/1061775476815843328,12,0,19,1,1,"I’m in central California safe and directly in between the #Campfire in Northern #California which has completely burned the town of Paradise, California The #woolseyfire is in Southern…",2,"Paradise, CA",1
706,"Paradise, CA",1.06E+18,"I’ve always found natural disasters to be fascinating. But never fire. Fire is terrifying! It feels like everything around us is burning... the glow of the fire, and the darkness at 10am… https://www.instagram.com/p/Bp-BS3GFDsE/?utm_source=ig_twitter_share&amp;igshid=hkmunet1dcfk",2018-11-09 18:20:03+00:00,,MyLifein3x5s,,0,0,https://twitter.com/MyLifein3x5s/status/1060960224633389058,9,18,20,1,1,"I’ve always found natural disasters to be fascinating. But never fire. Fire is terrifying! It feels like everything around us is burning... the glow of the fire, and the darkness at 10am…",1,"Chico, CA",0
480,"Paradise, CA",1.06E+18,"I’ve been doing my part, all the way from #boise to help spread the word for those affected by the #CampFire. Please consider sending funds to this verifiable cause for the evacuees.… https://www.instagram.com/p/BqIfSC7nu64/?utm_source=ig_twitter_share&amp;igshid=1l7cripwj08px",2018-11-13 19:42:11+00:00,#boise #CampFire,FlacoMadsen,,0,0,https://twitter.com/FlacoMadsen/status/1062430444325527552,13,19,42,1,1,"I’ve been doing my part, all the way from #boise to help spread the word for those affected by the #CampFire. Please consider sending funds to this verifiable cause for the evacuees.…",0,"Paradise, CA",1
433,"Paradise, CA",1.06E+18,"I’ve lost track of the day. It happened last Thursday. It was a typical morning to take a walk in the park, but from the moment we we looked up into the sky... our hearts dropped. We knew… https://www.instagram.com/p/BqLh3ouFR_O/?utm_source=ig_twitter_share&amp;igshid=t4xiejuazk54",2018-11-15 00:02:31+00:00,,alisontravels,,0,0,https://twitter.com/alisontravels/status/1062858345714012160,15,0,2,1,1,"I’ve lost track of the day. It happened last Thursday. It was a typical morning to take a walk in the park, but from the moment we we looked up into the sky... our hearts dropped. We knew…",0,"Chico, CA",0
,"Paradise, CA",1.06E+18,"I’ve trained for a marathon a couple times and although you run 26.2 miles race day, you generally never train past 20. • To be ready for that day you show up over and over and over… https://www.instagram.com/p/BppSbdjBD1d/?utm_source=ig_twitter_share&amp;igshid=109yiga3srjkb",2018-11-01 16:53:25+00:00,,AshleyMJackson,,0,0,https://twitter.com/AshleyMJackson/status/1058039318172913664,1,16,53,0,0,"I’ve trained for a marathon a couple times and although you run 26.2 miles race day, you generally never train past 20. • To be ready for that day you show up over and over and over…",0,"Chico, CA",1
362,"Paradise, CA",1.06E+18,"If a tent city, with unwavering community support, had sprung-up in the Walmart parking[1] lot in #chicocalifornia two weeks ago I would have said it was sorely needed —… https://www.instagram.com/guillermomash/p/BqP-9wyHeSx/?utm_source=ig_twitter_share&amp;igshid=wex01auzcadv",2018-11-16 17:33:42+00:00,#chicocalifornia,WoAroof,,0,0,https://twitter.com/WoAroof/status/1063485272330051585,16,17,33,1,1,"If a tent city, with unwavering community support, had sprung-up in the Walmart parking[1] lot in #chicocalifornia two weeks ago I would have said it was sorely needed —…",0,"Chico, CA",1
464,Butte County,1.06E+18,"If anyone can donate Blankets, Comforters, Quilts, Sheets, dog and cat food. As of last night there were over 800 dogs and cats at the Chico airport. Some… https://www.instagram.com/p/BqNhlysnLH5SeaxUzikWjGzIT4vkNzBgD_Zseo0/?utm_source=ig_twitter_share&amp;igshid=1m4iuoy9nck7",2018-11-15 18:38:33+00:00,,KariAngelEyes,,0,1,https://twitter.com/KariAngelEyes/status/1063139206522961921,15,18,38,1,0,"If anyone can donate Blankets, Comforters, Quilts, Sheets, dog and cat food. As of last night there were over 800 dogs and cats at the Chico airport. Some…",0,"Oroville, CA",0
,"Paradise, CA",1.06E+18,"If this is you, your computer might be at risk. Allow the professionals to help! #alienware #hp #laptop #asus #acer #lenovo #virus #scans #love2fix @Love 2 Fix https://www.instagram.com/p/Bp0WHy7hKoP/?utm_source=ig_twitter_share&amp;igshid=1dbes9p48vlr5",2018-11-05 23:58:38+00:00,#alienware #hp #laptop #asus #acer #lenovo #virus #love2fix,Love2fix916,,0,0,https://twitter.com/Love2fix916/status/1059595878154059777,5,23,58,0,0,"If this is you, your computer might be at risk. Allow the professionals to help! #alienware #hp #laptop #asus #acer #lenovo #virus #scans #love2fix @Love 2 Fix",0,"Carmichael, CA",0
328,"Paradise, CA",1.06E+18,"Imagine a different use of our finite resources - what a different world we could have. @Paradise, California https://www.instagram.com/p/BqSgGKXnBBb/?utm_source=ig_twitter_share&amp;igshid=17epp6f8u4o3t",2018-11-17 17:02:06+00:00,,LeonF63,,0,0,https://twitter.com/LeonF63/status/1063839709653319680,17,17,2,1,0,"Imagine a different use of our finite resources - what a different world we could have. @Paradise, California",0,"Paradise, CA",1
324,"Paradise, CA",1.06E+18,"Imagine a different use of our finite resources - what a different world we could have. @Paradise, California https://www.instagram.com/p/BqTGvU0njVN/?utm_source=ig_twitter_share&amp;igshid=tbfygxse610v",2018-11-17 22:39:21+00:00,,babyshane,,0,0,https://twitter.com/babyshane/status/1063924581717733377,17,22,39,1,0,"Imagine a different use of our finite resources - what a different world we could have. @Paradise, California",0,"Paradise, CA",1
565,"Paradise, CA",1.06E+18,Imagine if I never met the broskies #fam @Joe's Bar https://www.instagram.com/p/BqD9yPunaIf/?utm_source=ig_twitter_share&amp;igshid=4lg6b4i02sj1,2018-11-12 01:32:34+00:00,#fam,Jflo_22,,0,0,https://twitter.com/Jflo_22/status/1061793845640343554,12,1,32,1,0,Imagine if I never met the broskies #fam @Joe's Bar,0,"Chico, CA",1
752,"Paradise, CA",1.06E+18,"Impending doom. It's kinda scary seeing it this close. Hoping I don't see it closer. #CampFire @Chico, California https://www.instagram.com/p/Bp7xwIMFOHE/?utm_source=ig_twitter_share&amp;igshid=1qt3ssdaq8453",2018-11-08 21:13:27+00:00,#CampFire,TheGreatWhopper,,0,0,https://twitter.com/TheGreatWhopper/status/1060641474054897664,8,21,13,1,1,"Impending doom. It's kinda scary seeing it this close. Hoping I don't see it closer. #CampFire @Chico, California",1,"Chico, CA",0
677,"Paradise, CA",1.06E+18,"Improving Weather Helps Ground Crews at Camp Fire, but Firefighters Still Can’t Fly",2018-11-10 01:54:31+00:00,,FOX40,,0,0,https://twitter.com/FOX40/status/1061074593711120384,10,1,54,1,1,"Improving Weather Helps Ground Crews at Camp Fire, but Firefighters Still Can’t Fly",1,"Paradise, CA",0
389,"Paradise, CA",1.06E+18,In Chico trying to do a tiny part to help. Go to http://signup.com to see how you can volunteer #campfire @East Ave Church https://www.instagram.com/p/BqOMiCPl3yzChXYTkHKFXskQfyWXlx3mf-eFRM0/?utm_source=ig_twitter_share&amp;igshid=qsxcnkzzsc5k,2018-11-16 00:53:46+00:00,#campfire,PolloComms,,0,0,https://twitter.com/PolloComms/status/1063233630426882048,16,0,53,1,1,In Chico trying to do a tiny part to help. Go to  to see how you can volunteer #campfire @East Ave Church,1,"Chico, CA",1
191,"Paradise, CA",1.07E+18,in honor of Thanksgiving being this week I’ve decided to finally post picture from Halloween @Procrastinator https://www.instagram.com/p/Bqa08sXhlmI/?utm_source=ig_twitter_share&amp;igshid=1lwlahv6lozkz,2018-11-20 22:37:53+00:00,,rachilton,,0,0,https://twitter.com/rachilton/status/1065011376387694592,20,22,37,1,0,in honor of Thanksgiving being this week I’ve decided to finally post picture from Halloween @Procrastinator,0,"Chico, CA",1
676,"Paradise, CA",1.06E+18,In lieu of the recent fires we will not be opening @Deejay_Eclectic or the patio this weekend. Our hearts go out to all the people affected by the fires. We hope that… https://www.instagram.com/the_beach_nightclub/p/Bp-4zbiHsFJ/?utm_source=ig_twitter_share&amp;igshid=18tn6t0yqovmw,2018-11-10 02:12:46+00:00,,Deejay_Eclectic,@Deejay_Eclectic,0,0,https://twitter.com/Deejay_Eclectic/status/1061079187296079872,10,2,12,1,1,In lieu of the recent fires we will not be opening @Deejay_Eclectic or the patio this weekend. Our hearts go out to all the people affected by the fires. We hope that…,0,"Chico, CA",0
190,"Paradise, CA",1.07E+18,"In Paradise today on a series of stories. Crews are working but the devastation is still other-worldly. @Paradise, California https://www.instagram.com/p/Bqa0jUVH0z2/?utm_source=ig_twitter_share&amp;igshid=je92xrr25nru",2018-11-20 22:45:30+00:00,,DaveManoucheri,,0,0,https://twitter.com/DaveManoucheri/status/1065013290668093446,20,22,45,1,1,"In Paradise today on a series of stories. Crews are working but the devastation is still other-worldly. @Paradise, California",0,"Paradise, CA",1
503,"Paradise, CA",1.06E+18,"In the past few days I have been privileged to meet many strong, courageous souls. #calfire #buttecounty #buttecountyfire #thankyou #campfire #strongsouls #staystrong #californiafires… https://www.instagram.com/p/BqG8jWXldhp/?utm_source=ig_twitter_share&amp;igshid=17wrhi66amt5f",2018-11-13 05:19:29+00:00,#calfire #buttecounty #buttecountyfire #thankyou #campfire #strongsouls #staystrong #californiafires,ArleneCarley,,0,0,https://twitter.com/ArleneCarley/status/1062213336576737280,13,5,19,1,1,"In the past few days I have been privileged to meet many strong, courageous souls. #calfire #buttecounty #buttecountyfire #thankyou #campfire #strongsouls #staystrong #californiafires…",3,"Chico, CA",1
622,"Paradise, CA",1.06E+18,"Inside the flames of the #campfire with #calfire Fire activity is likely to pick up again and challenge firefighters tonight. #prayforbuttecounty @Yankee Hill, California https://www.instagram.com/p/BqBOuHWgth1/?utm_source=ig_twitter_share&amp;igshid=17gi2evmwpgo4",2018-11-11 00:08:30+00:00,#campfire #calfire #prayforbuttecounty,KreiderCourtney,,0,0,https://twitter.com/KreiderCourtney/status/1061410302942736384,11,0,8,1,1,"Inside the flames of the #campfire with #calfire Fire activity is likely to pick up again and challenge firefighters tonight. #prayforbuttecounty @Yankee Hill, California",4,"Paradise, CA",1
693,"Paradise, CA",1.06E+18,"Instead of #NaNoWriMo it's now #operationgo as the #campfire intel has been severely lacking and fire weather conditions have been extended with low humidity and gusty winds. Be prepared,… https://www.instagram.com/p/Bp-NJu5Fbm1/?utm_source=ig_twitter_share&amp;igshid=22c2mzmrxunb",2018-11-09 19:51:20+00:00,#NaNoWriMo #operationgo #campfire,kathieblog,,0,0,https://twitter.com/kathieblog/status/1060983193430605824,9,19,51,1,1,"Instead of #NaNoWriMo it's now #operationgo as the #campfire intel has been severely lacking and fire weather conditions have been extended with low humidity and gusty winds. Be prepared,…",2,"Chico, CA",0
615,"Paradise, CA",1.06E+18,http://Paradisestrong.org is operated by the Rotary Club of Paradise. Every penny donated will go to those affected and to help rebuild their community. #paradisestrong #rotaryofparadise @… https://www.instagram.com/p/BqBi1KiHVPa/?utm_source=ig_twitter_share&amp;igshid=12e03dhub9775,2018-11-11 02:58:32+00:00,#paradisestrong #rotaryofparadise,tonymoll,,1,0,https://twitter.com/tonymoll/status/1061453091231408128,11,2,58,1,1,is operated by the Rotary Club of Paradise. Every penny donated will go to those affected and to help rebuild their community. #paradisestrong #rotaryofparadise @…,0,"Paradise, CA",0
5,"Paradise, CA",1.07E+18,Is your wish list ready for the Cyber Monday TPT Sale!? Did you know that the teachers of #teachmorespanish set some items aside for you that we think you might like!? Just search the… https://www.instagram.com/p/Bqn0QlmBn_N/?utm_source=ig_twitter_share&amp;igshid=cssdusbs1fyb,2018-11-25 23:42:11+00:00,#teachmorespanish,angietorre_best,,0,0,https://twitter.com/angietorre_best/status/1066839494274502657,25,23,42,1,0,Is your wish list ready for the Cyber Monday TPT Sale!? Did you know that the teachers of #teachmorespanish set some items aside for you that we think you might like!? Just search the…,0,"Rocklin, CA",0
786,"Paradise, CA",1.06E+18,"IT DOESN'T WORK! I hate to be the bearer of bad news, but the water bottle/hair dryer curling technique has been #DEBUNKED!!! Like and share!! http://Styleseat.com/SarahPracna @Sarah Pracna -… https://www.instagram.com/p/Bp4-yckH-1B/?utm_source=ig_twitter_share&amp;igshid=msiz5102kg0c",2018-11-07 19:11:52+00:00,#DEBUNKED,EvelynToddHair,,0,0,https://twitter.com/EvelynToddHair/status/1060248485851787264,7,19,11,0,0,"IT DOESN'T WORK! I hate to be the bearer of bad news, but the water bottle/hair dryer curling technique has been #DEBUNKED!!! Like and share!!  @Sarah Pracna -…",0,"Chico, CA",0
18,"Paradise, CA",1.07E+18,"It doesn’t matter the product, goods or services - if the right people aren’t behind it, it’ll never amount to anything! Do you homework, do your research - understand & vet people’s… https://www.instagram.com/p/Bqny3YylDCh/?utm_source=ig_twitter_share&amp;igshid=13rjdyi6tpxkf",2018-11-25 23:29:59+00:00,,GameCreator,,0,0,https://twitter.com/GameCreator/status/1066836427990843392,25,23,29,1,0,"It doesn’t matter the product, goods or services - if the right people aren’t behind it, it’ll never amount to anything! Do you homework, do your research - understand & vet people’s…",0,"Redding, CA",0
56,"Paradise, CA",1.07E+18,"IT HAS BEGUN! 場所: Chico, California https://www.instagram.com/p/BqjHm8tH51H/?utm_source=ig_twitter_share&amp;igshid=5sjy5bdzhlvq",2018-11-24 03:56:27+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1066178710238310400,24,3,56,1,0,"IT HAS BEGUN! 場所: Chico, California",0,"Chico, CA",1
703,"Paradise, CA",1.06E+18,"It is so dark that the construction crews have their lights on. Question #1 - why are they working in this?!?! It looks like night out the other window. It is eerie. @Chico, California https://www.instagram.com/p/Bp-IjRXA2XH/?utm_source=ig_twitter_share&amp;igshid=vo8g62kypy1y",2018-11-09 19:11:09+00:00,,2ndheartmom,,0,0,https://twitter.com/2ndheartmom/status/1060973083048247296,9,19,11,1,0,"It is so dark that the construction crews have their lights on. Question #1 - why are they working in this?!?! It looks like night out the other window. It is eerie. @Chico, California",0,"Chico, CA",0
657,"Paradise, CA",1.06E+18,"It just keeps getting worse. This has been one of the most devastating fire I’ve ever worked on @Concow, California https://www.instagram.com/p/Bp_7aw9gnYiNsKkmFeuF6mSoAvxWvaguzL_Vko0/?utm_source=ig_twitter_share&amp;igshid=azi0mh67felf",2018-11-10 11:54:52+00:00,,Dozerman42,,0,0,https://twitter.com/Dozerman42/status/1061225678018957313,10,11,54,1,1,"It just keeps getting worse. This has been one of the most devastating fire I’ve ever worked on @Concow, California",1,"Paradise, CA",0
