tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,is-fire-related,text_nourl,key_score,from_locations,sent
,"Paradise, CA",1.06e+18,first day of november...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… https://www.instagram.com/p/bpqetn5fhdi/?utm_source=ig_twitter_share&amp;igshid=1p6s83hhauqcu,2018-11-02 00:12:48+00:00,#california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058149890595926016,2,0,12,0,0,first day of November...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,first day of november...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… https://www.instagram.com/p/bpqexdjfxxn/?utm_source=ig_twitter_share&amp;igshid=1armruxoooey1,2018-11-02 00:13:20+00:00,#california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058150027003092992,2,0,13,0,0,first day of November...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,first day of november...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… https://www.instagram.com/p/bpqfkegfai5/?utm_source=ig_twitter_share&amp;igshid=1xbmqv35rrfz8,2018-11-02 00:17:10+00:00,#california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058150993278521345,2,0,17,0,0,first day of November...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,first day of november...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… https://www.instagram.com/p/bpqfn9zfwdn/?utm_source=ig_twitter_share&amp;igshid=1m4jz2ani5y0y,2018-11-02 00:17:12+00:00,#california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058150999523766272,2,0,17,0,0,first day of November...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,first day of november...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… https://www.instagram.com/p/bpqff3efop2/?utm_source=ig_twitter_share&amp;igshid=1ero7op4rbegv,2018-11-02 00:17:18+00:00,#california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058151026191147011,2,0,17,0,0,first day of November...you ready for winter? -link in bio . . . . . #california #vacation #naturephotography #photographer #instalike #nature #love #wanderlust #sky #summer… ,0,"Paradise, CA",1
206.0,Butte County,1.07e+18,first normal #sunset in 10 days here due to the #californiawildfires in #buttecountystrong. the efforts by calfire and other #firstresponders is enormous. fema helping so many. give… https://www.instagram.com/p/bqbdogmfsyp/?utm_source=ig_twitter_share&amp;igshid=hec84ckvbkvv,2018-11-21 00:42:35+00:00,#sunset #californiawildfires #buttecountystrong #firstresponders,MarkFromKeyport,,0,0,https://twitter.com/MarkFromKeyport/status/1065042757905932289,21,0,42,1,1,First normal #sunset in 10 days here due to the #californiawildfires in #buttecountystrong. The efforts by calfire and other #firstresponders is enormous. fema helping so many. Give… ,2,"Oroville, CA",1
241.0,"Paradise, CA",1.06e+18,"first session of #balayage for this #babe! we toned again after this, but the photo was too dark to share! working our way towards bright #blonde! #chicohairstylist #chicohair… https://www.instagram.com/p/bqx1vkxn8yd/?utm_source=ig_twitter_share&amp;igshid=1tq6o8n2s0ewv",2018-11-19 18:47:04+00:00,#balayage #babe #blonde #Chicohairstylist #chicohair,EvelynToddHair,,0,0,https://twitter.com/EvelynToddHair/status/1064590899575894017,19,18,47,1,0,"First session of #balayage for this #babe! We toned again after this, but the photo was too dark to share! Working our way towards bright #blonde! #Chicohairstylist #chicohair… ",0,"Chico, CA",1
,"Paradise, CA",1.06e+18,flowers are a symbol of god's love for me. call it a love kiss if you will. well then his love for me must be big and beautiful just ike this flower. #dahlias are so pretty. what… https://www.instagram.com/p/bpqd1elnt8_/?utm_source=ig_twitter_share&amp;igshid=yj8cyo53x46m,2018-11-02 03:52:18+00:00,#dahlias,itry2frog1st,,0,0,https://twitter.com/itry2frog1st/status/1058205132276555776,2,3,52,0,0,Flowers are a symbol of God's love for me. Call it a love kiss if you will. Well then His love for me must be big and beautiful just ike this flower. #dahlias are so pretty. What… ,0,"Chico, CA",1
104.0,"Paradise, CA",1.07e+18,"for #thanksgiving2018, bstrong @michaelcapponi will distribute over 1000 gift cards to various shelters. in addition we will be co-hosting a massive thanksgiving day feed with @bwwings in… https://www.instagram.com/p/bqfnt3ygpow/?utm_source=ig_twitter_share&amp;igshid=18krkehnd2qah",2018-11-22 19:18:24+00:00,#thanksgiving2018,michaelcapponi,@michaelcapponi @BWWings,1,2,https://twitter.com/michaelcapponi/status/1065685950406238209,22,19,18,1,0,"For #thanksgiving2018, BStrong @michaelcapponi will distribute over 1000 gift cards to various shelters. In addition we will be co-hosting a massive Thanksgiving Day feed with @bwwings in… ",0,"Chico, CA",1
,"Durham, CA",1.06e+18,forestville in chestnut leather. this is a full sized crossbody bag that can carry your ipad and all your essentials. i’m in love with this warm fall tone and the sparkle of my signature… https://www.instagram.com/p/bp0wy_datdk/?utm_source=ig_twitter_share&amp;igshid=17pk7puae4ror,2018-11-05 23:59:54+00:00,,AdelleStoll,,0,0,https://twitter.com/AdelleStoll/status/1059596198322073601,5,23,59,0,0,Forestville in chestnut leather. This is a full sized crossbody bag that can carry your iPad and all your essentials. I’m in love with this warm Fall tone and the sparkle of my signature… ,0,"Sebastopol, CA",1
282.0,"Paradise, CA",1.06e+18,"forgot about this @obeygiant george harrison that i bought my dad for his birthday a few years ago. lost in the #campfire i’ll replace it someday @philbartek @paradise, california https://www.instagram.com/p/bqv6nxugq8z/?utm_source=ig_twitter_share&amp;igshid=1o6dkqwmzigpq",2018-11-19 00:47:37+00:00,#campfire,tekturbo,@OBEYGIANT @philbartek,0,0,https://twitter.com/tekturbo/status/1064319247302696961,19,0,47,1,1,"Forgot about this @obeygiant George Harrison that I bought my dad for his birthday a few years ago. Lost in the #campfire I’ll replace it someday @philbartek @Paradise, California ",1,"Paradise, CA",0
261.0,"Paradise, CA",1.06e+18,"forgot to thank miller coors for sending out some water. first time in along time that i cracked open a coors for a drink. thanks again @millercoors #campfire 場所: chico, california https://www.instagram.com/p/bqwufkxhen_/?utm_source=ig_twitter_share&amp;igshid=qlsgkxtkazc",2018-11-19 08:20:55+00:00,#CampFire,Highwired,@MillerCoors,0,0,https://twitter.com/Highwired/status/1064433323970314241,19,8,20,1,1,"Forgot to thank Miller Coors for sending out some water. First time in along time that I cracked open a Coors for a drink. Thanks again @millercoors #CampFire 場所: Chico, California ",1,"Chico, CA",1
55.0,"Paradise, CA",1.07e+18,"four buckeyes serving up turkey and fixings to #campfireparadise evacuees at east avenue church of the nazarene #beatttun #gobucks #california #roadtrip @chico, california https://www.instagram.com/p/bqjtnpyd8d4/?utm_source=ig_twitter_share&amp;igshid=1glzcpui3uwvk",2018-11-24 05:36:11+00:00,#campfireparadise #beatTTUN #gobucks #California #roadtrip,JaMaPrice,,0,0,https://twitter.com/JaMaPrice/status/1066203809288990721,24,5,36,1,1,"Four Buckeyes serving up turkey and fixings to #campfireparadise evacuees at East Avenue Church of the Nazarene #beatTTUN #gobucks #California #roadtrip @Chico, California ",2,"Chico, CA",1
,"Paradise, CA",1.06e+18,freshness of expression expression rides her angle angle you see every morning morning with a new drive drive her away as she abides abides gracefully on her feet feet dancing as life… https://www.instagram.com/p/bptgi3qgeux/?utm_source=ig_twitter_share&amp;igshid=1deoql84q7nan,2018-11-04 00:18:34+00:00,,happinessuchei1,,0,0,https://twitter.com/happinessuchei1/status/1058876120311971840,4,0,18,0,0,Freshness of expression Expression rides her angle Angle you see every morning Morning with a new drive Drive her away as she abides Abides gracefully on her feet Feet dancing as life… ,0,"Paradise, CA",1
759.0,"Paradise, CA",1.06e+18,friday i'll be at @deejay_eclectic join me i'll be playing all the best music! come out and lets have some fun dancing the night away! #chicoca #chicostate #chicocalifornia… https://www.instagram.com/p/bp7loulh2kg/?utm_source=ig_twitter_share&amp;igshid=salidhakfona,2018-11-08 19:28:11+00:00,#chicoca #chicostate #chicocalifornia,Deejay_Eclectic,@Deejay_Eclectic,0,0,https://twitter.com/Deejay_Eclectic/status/1060614982294032385,8,19,28,1,0,Friday I'll be at @Deejay_Eclectic join me I'll be playing all the best music! Come out and lets have some fun dancing the night away! #chicoca #chicostate #chicocalifornia… ,0,"Chico, CA",1
183.0,"Paradise, CA",1.07e+18,"friends warm the heart. #buttecounty #sheriff #firefighter #calfire #friends #hope #faith #love @chico, california https://www.instagram.com/p/bqbhkscfemx/?utm_source=ig_twitter_share&amp;igshid=abi5jqfnotei",2018-11-21 01:17:04+00:00,#buttecounty #sheriff #firefighter #calfire #friends #hope #faith #love,AaronComfortDog,,0,0,https://twitter.com/AaronComfortDog/status/1065051434155237377,21,1,17,1,1,"Friends warm the heart. #buttecounty #sheriff #firefighter #calfire #friends #hope #faith #love @Chico, California ",2,"Chico, CA",1
,Butte County,1.06e+18,"future homestead #rebuilding #home #relocating #fromthegroundup #newstart #uncrushable #view#mtgeorge @napa, california https://www.instagram.com/p/bp0uelin6_y/?utm_source=ig_twitter_share&amp;igshid=1lp3um51prq5g",2018-11-05 23:42:56+00:00,#rebuilding #home #relocating #fromthegroundup #newstart #uncrushable,niqfoto,,0,0,https://twitter.com/niqfoto/status/1059591926826045441,5,23,42,0,0,"Future homestead #rebuilding #home #relocating #fromthegroundup #newstart #uncrushable #view#mtgeorge @Napa, California ",0,"Napa, CA",1
386.0,"Paradise, CA",1.06e+18,getting cinderella ready!!! #cinderella #cinderellatheballet #ballet #dancer #character #stepmom #techrun #sneakpreview #gay #gayboy #instagay #drag @chico creek dance centre https://www.instagram.com/p/bqoqxcih5zh/?utm_source=ig_twitter_share&amp;igshid=uapete6khdu2,2018-11-16 01:30:36+00:00,#cinderella #cinderellatheballet #ballet #dancer #character #stepmom #techrun #sneakpreview #gay #gayboy #instagay #drag,Mexerican530,,0,0,https://twitter.com/Mexerican530/status/1063242901600251904,16,1,30,1,0,Getting Cinderella ready!!! #cinderella #cinderellatheballet #ballet #dancer #character #stepmom #techrun #sneakpreview #gay #gayboy #instagay #drag @Chico Creek Dance Centre ,0,"Chico, CA",1
243.0,"Paradise, CA",1.06e+18,give grace #campfire #buttestrong #studiompilatesandhealing @studio m pilates and healing https://www.instagram.com/p/bqxqolwn_ul/?utm_source=ig_twitter_share&amp;igshid=1pveawfpim4u4,2018-11-19 17:06:24+00:00,#campfire #buttestrong #studiompilatesandhealing,studiomchico,,0,0,https://twitter.com/studiomchico/status/1064565568936787973,19,17,6,1,1,Give Grace #campfire #buttestrong #studiompilatesandhealing @Studio M Pilates and Healing ,1,"Chico, CA",1
,"Paradise, CA",1.06e+18,give the gift of golf this holiday season and get your family signed up for our 2-month preview membership for only $400! this membership includes unlimited golf on our championship… https://www.instagram.com/p/bpukqaynllo/?utm_source=ig_twitter_share&amp;igshid=1d2nf9d354nay,2018-11-03 18:05:35+00:00,,BCCC175,,0,0,https://twitter.com/BCCC175/status/1058782253159837696,3,18,5,0,0,Give the gift of golf this holiday season and get your family signed up for our 2-month Preview Membership for only $400! This membership includes unlimited golf on our championship… ,0,"Chico, CA",1
355.0,"Paradise, CA",1.06e+18,"glad to have this today #aqi #campfire @chico, california https://www.instagram.com/p/bqqheaohm16drffroihpuzjtj70i0c4ltuo00y0/?utm_source=ig_twitter_share&amp;igshid=u3rgwsykwd4a",2018-11-16 22:31:44+00:00,#aqi #campfire,sellnout,,0,0,https://twitter.com/sellnout/status/1063560274685411330,16,22,31,1,1,"Glad to have this today #aqi #campfire @Chico, California ",1,"Chico, CA",1
731.0,"Paradise, CA",1.06e+18,"go to the er with grandpa, end up caring for a pit & pups that were brought into the er by incapacitated folks. dogs were running free for a while. after cuddling dogs for a while, we… https://www.instagram.com/p/bp8ueq4nibv/?utm_source=ig_twitter_share&amp;igshid=7qxuf2pwm9vj",2018-11-09 06:00:31+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1060774115253006336,9,6,0,1,0,"Go to the ER with grandpa, end up caring for a pit & pups that were brought into the ER by incapacitated folks. Dogs were running free for a while. After cuddling dogs for a while, we… ",0,"Chico, CA",0
588.0,"Paradise, CA",1.06e+18,"god bless all the families impacted by the california blazes and all the firefighters, emergency workers and volunteers who are helping them. #californiafires #cafire… https://www.instagram.com/p/bqc81szaqxe/?utm_source=ig_twitter_share&amp;igshid=8qatoi4yamj6",2018-11-11 16:05:28+00:00,#californiafires #CAfire,liebermansees,,0,0,https://twitter.com/liebermansees/status/1061651130608840704,11,16,5,1,1,"God bless all the families impacted by the California blazes and all the firefighters, emergency workers and volunteers who are helping them. #californiafires #CAfire… ",3,"Paradise, CA",1
498.0,"Paradise, CA",1.06e+18,"god bless them the fighters are angels @paradise, california https://www.instagram.com/p/bqh0xpjf7dm/?utm_source=ig_twitter_share&amp;igshid=1p2gow7qskyjn",2018-11-13 13:27:10+00:00,,Bigbro4,,0,0,https://twitter.com/Bigbro4/status/1062336069037887490,13,13,27,1,1,"God Bless them the fighters are angels @Paradise, California ",0,"Paradise, CA",1
239.0,"Paradise, CA",1.06e+18,"going offline for some much needed respite with my #firstresponders family. much to be thankful for, much to be grateful for, much to be humble about in the wake of #campfire that… https://www.instagram.com/p/bqx-lzdleds/?utm_source=ig_twitter_share&amp;igshid=4k10owrnezy9",2018-11-19 20:00:46+00:00,#firstresponders #campfire,kathieblog,,0,0,https://twitter.com/kathieblog/status/1064609449279717376,19,20,0,1,1,"Going offline for some much needed respite with my #firstresponders family. Much to be thankful for, much to be grateful for, much to be humble about in the wake of #campfire that… ",1,"Paradise, CA",1
,"Paradise, CA",1.06e+18,"good morning mozart! #northstatesymphony #mozart #rehearsal #conductor #masterworks #saturday #chicoca @california state university, chico https://www.instagram.com/p/bpufxz7hwww/?utm_source=ig_twitter_share&amp;igshid=1b11j2ljkk9cn",2018-11-03 17:22:48+00:00,#northstatesymphony #mozart #rehearsal #conductor #masterworks #saturday #chicoca,NStateSymphony,,0,0,https://twitter.com/NStateSymphony/status/1058771487895773184,3,17,22,0,0,"Good morning Mozart! #northstatesymphony #mozart #rehearsal #conductor #masterworks #saturday #chicoca @California State University, Chico ",0,"Chico, CA",1
127.0,"Oroville, CA",1.06e+18,"good morning! we are out here!!!! way way out here!!!! @veteransday @mikemoyer1200 @jpz_jaypeezy @mikemoyer1200 ezpzevents @rackerby, california https://www.instagram.com/p/bqfjfb4fuq1/?utm_source=ig_twitter_share&amp;igshid=1sovj1sn0exoc",2018-11-12 16:21:56+00:00,,mikemoyer1200,@VeteransDay @mikemoyer1200 @JPZ_jaypeezy @mikemoyer1200,1,0,https://twitter.com/mikemoyer1200/status/1062017661587075072,12,16,21,1,0,"Good morning! We are out here!!!! Way way out here!!!! @veteransday @mikemoyer1200 @jpz_jaypeezy @mikemoyer1200 ezpzevents @Rackerby, California ",0,"Oroville, CA",1
501.0,"Paradise, CA",1.06e+18,"goodbye to the big white house with the bridge and wrap around porch on academy...the house we—and many of you, called home 18 years, it’s been real #campfire @paradise, california https://www.instagram.com/p/bqhcho7nak6/?utm_source=ig_twitter_share&amp;igshid=1l0n2m2nanbwy",2018-11-13 06:08:06+00:00,#CampFire,craftycake27,,0,0,https://twitter.com/craftycake27/status/1062225572842086400,13,6,8,1,1,"Goodbye to the big white house with the bridge and wrap around porch on Academy...the house we—and many of you, called home 18 years, it’s been real #CampFire @Paradise, California ",1,"Paradise, CA",1
,"Paradise, CA",1.06e+18,"gose w/mango, lime& pink himalayan sea salt @the chico taproom https://www.instagram.com/p/bpvu_f3nquq/?utm_source=ig_twitter_share&amp;igshid=1971le0yrfoub",2018-11-04 04:58:26+00:00,,Sporticuslive,,0,0,https://twitter.com/Sporticuslive/status/1058946551840755712,4,4,58,0,0,"Gose w/Mango, Lime& Pink Himalayan Sea Salt @The Chico Taproom ",0,"Chico, CA",1
145.0,"Paradise, CA",1.07e+18,"gratitude. rain today in northern california. after a busy couple weeks in the burning hills it looks like landon and his buddies will have a break for thanksgiving. oh, and the governator… https://www.instagram.com/p/bqdrgoofseg/?utm_source=ig_twitter_share&amp;igshid=nsnojdsuevk2",2018-11-21 22:48:09+00:00,,JEdwardShields,,0,0,https://twitter.com/JEdwardShields/status/1065376346811973632,21,22,48,1,1,"Gratitude. Rain today in Northern California. After a busy couple weeks in the burning hills it looks like Landon and his buddies will have a break for Thanksgiving. Oh, and the Governator… ",0,"Chico, CA",0
106.0,"Paradise, CA",1.07e+18,"great to join forces with wckitchen @guyfieri &amp; @chefjoseandres to cook 15,000 meals for those who lost their homes in the california fires. happy thanksgiving @chico, california https://www.instagram.com/p/bqficasn5af/?utm_source=ig_twitter_share&amp;igshid=ku7jckq0s0eo",2018-11-22 18:32:18+00:00,,ChefHales,@GuyFieri @chefjoseandres,0,1,https://twitter.com/ChefHales/status/1065674347581513728,22,18,32,1,1,"Great to join forces with wckitchen @guyfieri &amp; @chefjoseandres to cook 15,000 meals for those who lost their homes in the California Fires. Happy Thanksgiving @Chico, California ",1,"Chico, CA",1
105.0,"Paradise, CA",1.07e+18,"great to join forces with wckitchen @guyfieri &amp; @chefjoseandres to cook 15,000 meals for those who lost their homes in the california fires. happy thanksgiving @chico, california https://www.instagram.com/p/bqfi8mrhvoq/?utm_source=ig_twitter_share&amp;igshid=dl6tuty0o34g",2018-11-22 18:36:45+00:00,,ChefHales,@GuyFieri @chefjoseandres,3,1,https://twitter.com/ChefHales/status/1065675466613420037,22,18,36,1,1,"Great to join forces with wckitchen @guyfieri &amp; @chefjoseandres to cook 15,000 meals for those who lost their homes in the California Fires. Happy Thanksgiving @Chico, California ",1,"Chico, CA",1
15.0,"Paradise, CA",1.07e+18,"great tropical fruit flavors and tartness. thanks, aaron v. ! - drinking an inu island punch lilikoi by inu island ales @tritz brauerei —",2018-11-25 23:32:02+00:00,,TritzBrauerei,,0,0,https://twitter.com/TritzBrauerei/status/1066836941663084545,25,23,32,1,0,"Great tropical fruit flavors and tartness. Thanks, Aaron V. ! - Drinking an INU ISLAND PUNCH Lilikoi by Inu Island Ales @Tritz Brauerei —",0,"Folsom, CA",1
692.0,Butte County,1.06e+18,"gurjian family update: we’ve decided to leave oroville as the fire has grown to 100,000 acres and is threatening oroville now as well. the air is thick with… https://www.instagram.com/p/bqbkcmgfxjor3wacutof_krmt58nve5ql_cww80/?utm_source=ig_twitter_share&amp;igshid=xq7l1ysns3e",2018-11-10 23:22:15+00:00,,BristolPistolTN,,0,0,https://twitter.com/BristolPistolTN/status/1061398663954620416,10,23,22,1,1,"Gurjian family update: we’ve decided to leave Oroville as the fire has grown to 100,000 acres and is threatening Oroville now as well. The air is thick with… ",1,"Oroville, CA",0
168.0,"Paradise, CA",1.07e+18,gwennie is still in shock...she misses her backyard “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some… https://www.instagram.com/p/bqbpcs4fnpb/?utm_source=ig_twitter_share&amp;igshid=1347e4d1jxode,2018-11-21 06:16:31+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065126796255989761,21,6,16,1,1,Gwennie is still in shock...she misses her backyard “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some… ,1,"Paradise, CA",0
253.0,"Paradise, CA",1.06e+18,gwennie photo bomber in the backyard “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could… https://www.instagram.com/p/bqxhdjnlxb3/?utm_source=ig_twitter_share&amp;igshid=bjogy5qqp2bz,2018-11-19 15:49:47+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064546286966267904,19,15,49,1,1,Gwennie photo bomber in the backyard “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could… ,1,"Paradise, CA",0
,"Paradise, CA",1.06e+18,gwennie says have a nice weekend... tap bio link . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape #flyinghorsedesigncom… https://www.instagram.com/p/bpsf-0llnsl/?utm_source=ig_twitter_share&amp;igshid=1ofkx85nz0rl6,2018-11-02 22:49:37+00:00,#photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape #flyinghorsedesigncom,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058491348062494720,2,22,49,0,0,Gwennie says have a nice weekend... Tap bio link . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape #flyinghorsedesigncom… ,0,"Paradise, CA",1
288.0,"Paradise, CA",1.06e+18,"had a great time at paige’s bridal shower yesterday!! so excited for her! #itsabouttiner paigeathilberslegacy @chico, california https://www.instagram.com/p/bqvhnqhh_0b2yrn8dbni6mxcu2h62ydjxicxcg0/?utm_source=ig_twitter_share&amp;igshid=19vrujzsp4uw6",2018-11-18 21:12:46+00:00,#itsabouttiner,ErikaTiner,,0,0,https://twitter.com/ErikaTiner/status/1064265178571788288,18,21,12,1,0,"Had a great time at Paige’s Bridal Shower yesterday!! So excited for her! #itsabouttiner paigeathilberslegacy @Chico, California ",0,"Chico, CA",1
,"Paradise, CA",1.06e+18,had a great time in tahoe city this last weekend. the last two photos say it all! only my kids can pass out at a wedding while we keep going. also...something happened on the dance… https://www.instagram.com/p/bp0vdmqn20f/?utm_source=ig_twitter_share&amp;igshid=v3xbyq95nzcz,2018-11-05 23:49:28+00:00,,Jaylen_Moore,,0,1,https://twitter.com/Jaylen_Moore/status/1059593571131682817,5,23,49,0,0,Had a great time in Tahoe City this last weekend. The last two photos say it ALL! Only my kids can pass out at a wedding while we keep going. Also...Something happened on the dance… ,0,"Carnelian Bay, CA",1
186.0,"Paradise, CA",1.07e+18,had a very rewarding day yesterday in chico with my co-workers supporting fire victims. in addition to our staff union contributing $500 in raley's gift cards… https://www.instagram.com/p/bqa4f1qn3xff32htfaxzbwqsvmbdss0jddv9iy0/?utm_source=ig_twitter_share&amp;igshid=rycbqgn9c0ui,2018-11-20 23:09:03+00:00,,CaliforniaELK,,0,0,https://twitter.com/CaliforniaELK/status/1065019220222779392,20,23,9,1,1,Had a very rewarding day yesterday in Chico with my co-workers supporting fire victims. In addition to our staff union contributing $500 in Raley's gift cards… ,1,"Paradise, CA",1
49.0,"Paradise, CA",1.07e+18,"happy birthday to this bella, my sidekick, and bestie from 4th grade. from ‘blood sisters’ with a finger stick in 5th grade, to college roommates, to bridesmaids in each other’s wedding,… https://www.instagram.com/p/bqkbxlxhlwi/?utm_source=ig_twitter_share&amp;igshid=1urty1crmtu1c",2018-11-24 16:10:17+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1066363385057603584,24,16,10,1,0,"Happy birthday to this bella, my sidekick, and bestie from 4th grade. From ‘blood sisters’ with a finger stick in 5th grade, to college roommates, to bridesmaids in each other’s wedding,… ",0,"Chico, CA",0
48.0,"Paradise, CA",1.07e+18,"happy birthday to this bella, my sidekick, and bestie from 4th grade. from ‘blood sisters’ with a finger stick in 5th grade, to college roommates, to bridesmaids in each other’s wedding,… https://www.instagram.com/p/bqkbxlxhlwi/?utm_source=ig_twitter_share&amp;igshid=d2ptbqhu2p79",2018-11-24 16:16:46+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1066365014003646465,24,16,16,1,0,"Happy birthday to this bella, my sidekick, and bestie from 4th grade. From ‘blood sisters’ with a finger stick in 5th grade, to college roommates, to bridesmaids in each other’s wedding,… ",0,"Chico, CA",0
,"Paradise, CA",1.06e+18,happy friday hope your weekend is beautiful -link in bio . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape… https://www.instagram.com/p/bpsfbs8fwjy/?utm_source=ig_twitter_share&amp;igshid=14s55hizh8pss,2018-11-02 18:54:00+00:00,#photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058432050447843328,2,18,54,0,0,Happy Friday hope your weekend is beautiful -link in bio . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,happy friday hope your weekend is beeutiful -link in bio . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape… https://www.instagram.com/p/bpse9e6ftdi/?utm_source=ig_twitter_share&amp;igshid=tklxn71fqz67,2018-11-02 18:53:26+00:00,#photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058431910865584128,2,18,53,0,0,Happy Friday hope your weekend is beeutiful -link in bio . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,happy friday hope your weekend is beeutiful -link in bio . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape… https://www.instagram.com/p/bpsffw9fqjn/?utm_source=ig_twitter_share&amp;igshid=dvnakydahf52,2018-11-02 18:55:26+00:00,#photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1058432414001709056,2,18,55,0,0,Happy Friday hope your weekend is beeutiful -link in bio . . . . . #photo #instalike #nature #pmgridchallenge #instagram #instadaily #instatravel #vacation #landscape… ,0,"Paradise, CA",1
,"Paradise, CA",1.06e+18,"happy halloween @chico, california https://www.instagram.com/p/bpnporagtg4/?utm_source=ig_twitter_share&amp;igshid=1wwtldzyxxsmw",2018-11-01 01:37:44+00:00,,isaias_calixto,,0,0,https://twitter.com/isaias_calixto/status/1057808877050224640,1,1,37,0,0,"Happy Halloween @Chico, California ",0,"Chico, CA",1
,"Paradise, CA",1.06e+18,"happy halloween @chico, california https://www.instagram.com/p/bpn644rhztt/?utm_source=ig_twitter_share&amp;igshid=1aqri07ozyi3k",2018-11-01 04:08:33+00:00,,jimbo3,,0,0,https://twitter.com/jimbo3/status/1057846834264244224,1,4,8,0,0,"Happy Halloween @Chico, California ",0,"Chico, CA",1
,"Paradise, CA",1.06e+18,"happy halloween @chico, california https://www.instagram.com/p/bpqrb2uatc3/?utm_source=ig_twitter_share&amp;igshid=35jzf05gs2d7",2018-11-02 05:51:07+00:00,,MirandaParkyn,,0,0,https://twitter.com/MirandaParkyn/status/1058235034102980608,2,5,51,0,0,"Happy Halloween @Chico, California ",0,"Chico, CA",1
,"Paradise, CA",1.06e+18,"happy halloween • @chico, california https://www.instagram.com/p/bpnf0zmfgpirkcpw4kflfx45ymihcdpmqgxrw00/?utm_source=ig_twitter_share&amp;igshid=1cl3uyf9hgxu4",2018-11-01 00:12:58+00:00,,hannahmariexx_,,0,0,https://twitter.com/hannahmariexx_/status/1057787544983588864,1,0,12,0,0,"happy halloween • @Chico, California ",0,"Chico, CA",1
