tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,text_nourl,key_score,from_locations
499.0,"Paradise, CA",1.0623287796772289e+18,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-13 12:58:12+00:00,#Paradise #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062328779677229056,13,12,58,1,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic ,1,"Paradise, CA"
498.0,"Paradise, CA",1.0623360690378875e+18,"God Bless them the fighters are angels @Paradise, California https://www.instagram.com/p/BqH0XPJF7DM/?utm_source=ig_twitter_share&amp;igshid=1p2gow7qskyjn",2018-11-13 13:27:10+00:00,,Bigbro4,,0,0,https://twitter.com/Bigbro4/status/1062336069037887490,13,13,27,1,"God Bless them the fighters are angels @Paradise, California ",0,"Paradise, CA"
497.0,"Paradise, CA",1.0623448963154534e+18,"#CampFire unofficial update: 125,000 Acres. 30% Contained*. #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2018-11-13 14:02:15+00:00,#CampFire #ButteCounty,CaliFireBot,,1,0,https://twitter.com/CaliFireBot/status/1062344896315453440,13,14,2,1,"#CampFire unofficial update: 125,000 Acres. 30% Contained*. #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",1,"Paradise, CA"
496.0,"Paradise, CA",1.0623466214453903e+18,"More clothing options. 場所: Chico, California https://www.instagram.com/p/BqH5KMRnZv2/?utm_source=ig_twitter_share&amp;igshid=fr138u9u8l3h",2018-11-13 14:09:06+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1062346621445390336,13,14,9,1,"More clothing options. 場所: Chico, California ",0,"Chico, CA"
495.0,"Paradise, CA",1.0623636107043594e+18,Some @challengecsuc students teaming up with http://chicocommunity.church to organize donations for victims of #CampFire. Continue to pray God uses us to bring healing and hope in Christ to our… https://www.instagram.com/p/BqIAw3Zl4a-/?utm_source=ig_twitter_share&amp;igshid=8g78v8w3bzpg,2018-11-13 15:16:37+00:00,#CampFire,PaulWorcester,@ChallengeCSUC,2,0,https://twitter.com/PaulWorcester/status/1062363610704359424,13,15,16,1,Some @challengecsuc students teaming up with  to organize donations for victims of #CampFire. Continue to pray God uses us to bring healing and hope in Christ to our… ,0,"Chico, CA"
494.0,"Paradise, CA",1.0623723957621144e+18,. . . . . #photography #instapics #photographersofig #pictures #artistic #creative #creation #writersofig #writerswrite #writersofinstagram #writinglife #wordgasm #words #selfpublishing… https://www.instagram.com/p/BqIE4pfBDwU/?utm_source=ig_twitter_share&amp;igshid=c7rlejuw4ihn,2018-11-13 15:51:31+00:00,#photography #instapics #photographersofig #pictures #artistic #creative #creation #writersofig #writerswrite #writersofinstagram #writinglife #wordgasm #words #selfpublishing,sidewayseightp,,0,0,https://twitter.com/sidewayseightp/status/1062372395762114560,13,15,51,1,. . . . . #photography #instapics #photographersofig #pictures #artistic #creative #creation #writersofig #writerswrite #writersofinstagram #writinglife #wordgasm #words #selfpublishing… ,0,"Chico, CA"
493.0,"Paradise, CA",1.0623753819305696e+18,Chico CA Tue Nov 13th AM Forecast: TODAY Hazy Hi 65 TONIGHT Hazy Lo 42,2018-11-13 16:03:23+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1062375381930569729,13,16,3,1,Chico CA Tue Nov 13th AM Forecast: TODAY Hazy Hi 65 TONIGHT Hazy Lo 42,0,"Chico, CA"
492.0,"Paradise, CA",1.0623812193783153e+18,"LOLOLOLOLOLOLOL 場所: Chico, California https://www.instagram.com/p/BqII4WMnsKr/?utm_source=ig_twitter_share&amp;igshid=1fhqt1w8og4ea",2018-11-13 16:26:35+00:00,,Highwired,,0,0,https://twitter.com/Highwired/status/1062381219378315266,13,16,26,1,"LOLOLOLOLOLOLOL 場所: Chico, California ",0,"Chico, CA"
491.0,"Paradise, CA",1.0623838120495597e+18,"California is on fire. This should not be the norm, but it seems like it’s becoming that way with help from climate change. @keepitwild_ has made this beautiful sticker to honor CA and… https://www.instagram.com/p/BqIKEQEAKcC/?utm_source=ig_twitter_share&amp;igshid=ex9x6e9rp57v",2018-11-13 16:36:53+00:00,,cpfry,,0,0,https://twitter.com/cpfry/status/1062383812049559552,13,16,36,1,"California is on fire. This should not be the norm, but it seems like it’s becoming that way with help from climate change. @keepitwild_ has made this beautiful sticker to honor CA and… ",0,"Paradise, CA"
490.0,"Paradise, CA",1.0623874024115978e+18,We are sponsoring 8 MK consultants families who lost everything in the Paradise fire and helping them get back on their feet. 1 of the 8 is currently in the middle of chemo treatments.… https://www.instagram.com/p/BqILtJcHdii/?utm_source=ig_twitter_share&amp;igshid=1wkugjvjalsks,2018-11-13 16:51:09+00:00,,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1062387402411597824,13,16,51,1,We are sponsoring 8 MK consultants families who lost everything in the Paradise fire and helping them get back on their feet. 1 of the 8 is currently in the middle of chemo treatments.… ,1,"Chico, CA"
489.0,"Paradise, CA",1.0623883160859935e+18,"So many animals being displaced. They need medical attention, food, water, and shelter. Please consider donating to the North Valley Animal Disaster Group. Link… https://www.instagram.com/p/BqIMGJbFBt3iul4OTF1CIXhnTIFKpaDa_nIRX00/?utm_source=ig_twitter_share&amp;igshid=h5a1k1uownzv",2018-11-13 16:54:47+00:00,,BristolPistolTN,,2,0,https://twitter.com/BristolPistolTN/status/1062388316085993474,13,16,54,1,"So many animals being displaced. They need medical attention, food, water, and shelter. Please consider donating to the North Valley Animal Disaster Group. Link… ",0,"Paradise, CA"
488.0,"Paradise, CA",1.0623891365759425e+18,Amazing story coming out on how Allyn Pierce trove his @Toyota #Tundra not once but twice back through the firestorm in #Paradise Ca to shuttle patients and set up a makeshift hospital on… https://www.instagram.com/p/BqIMgIHHp-R/?utm_source=ig_twitter_share&amp;igshid=1h0jfhxs0f6jq,2018-11-13 16:58:03+00:00,#Tundra #Paradise,andybell,@Toyota,0,1,https://twitter.com/andybell/status/1062389136575942656,13,16,58,1,Amazing story coming out on how Allyn Pierce trove his @Toyota #Tundra not once but twice back through the firestorm in #Paradise Ca to shuttle patients and set up a makeshift hospital on… ,0,"Paradise, CA"
487.0,"Paradise, CA",1.0623905924355645e+18,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-13 17:03:50+00:00,#Paradise #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062390592435564545,13,17,3,1,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic ,1,"Paradise, CA"
486.0,"Paradise, CA",1.0623917609433661e+18,"It's been a rough couple days for butte county due to the #CampFire @Chico, California https://www.instagram.com/p/BqINhNgAjF8/?utm_source=ig_twitter_share&amp;igshid=1vs0t6bvir87g",2018-11-13 17:08:28+00:00,#CampFire,angiepangie486,,0,0,https://twitter.com/angiepangie486/status/1062391760943366146,13,17,8,1,"It's been a rough couple days for butte county due to the #CampFire @Chico, California ",1,"Chico, CA"
485.0,"Paradise, CA",1.062407773999321e+18,"Please Share! Link on Profile. Let’s help Paradise!! 113,000 acres gone, and the whole city of homes burnt to the ground. We are a community, we are ONE. Let’s help those in need into… https://www.instagram.com/p/BqIT9LZlNxh/?utm_source=ig_twitter_share&amp;igshid=2raas3dvano7",2018-11-13 18:12:06+00:00,,A_V_A_Knight,,5,0,https://twitter.com/A_V_A_Knight/status/1062407773999321088,13,18,12,1,"Please Share! Link on Profile. Let’s help Paradise!! 113,000 acres gone, and the whole city of homes burnt to the ground. We are a community, we are ONE. Let’s help those in need into… ",0,"Chico, CA"
484.0,"Paradise, CA",1.0624177009689025e+18,Oh our beautiful Plumas National Forest PLEASE DONATE TO BUTTE COUNTY!!!! Text BUTTEFIRE to 91999. Anything helps in a time where so many have nothing Thank you!!!! #featherriver… https://www.instagram.com/p/BqIZWQJBLZp/?utm_source=ig_twitter_share&amp;igshid=9d6m5ym5qov5,2018-11-13 18:51:33+00:00,#featherriver,MyLifein3x5s,,0,0,https://twitter.com/MyLifein3x5s/status/1062417700968902656,13,18,51,1,Oh our beautiful Plumas National Forest PLEASE DONATE TO BUTTE COUNTY!!!! Text BUTTEFIRE to 91999. Anything helps in a time where so many have nothing Thank you!!!! #featherriver… ,1,"Paradise, CA"
483.0,"Paradise, CA",1.0624270005754184e+18,The sun will shine dear friends. Hang tough #life #change #buttecountystrong #chico #paradise #love #campfire #california #wildfire #sunshine #lightwillcome #love… https://www.instagram.com/trudikrupocki/p/BqIduC1nw4r/?utm_source=ig_twitter_share&amp;igshid=mjx6i1xk0l0m,2018-11-13 19:28:30+00:00,#life #change #buttecountystrong #chico #paradise #love #campfire #california #wildfire #sunshine #lightwillcome #love,gratefulcake,,1,0,https://twitter.com/gratefulcake/status/1062427000575418368,13,19,28,1,The sun will shine dear friends. Hang tough #life #change #buttecountystrong #chico #paradise #love #campfire #california #wildfire #sunshine #lightwillcome #love… ,2,"Chico, CA"
482.0,"Paradise, CA",1.0624299819707556e+18,"To benefit local beauty industry pros that have been displaced by California's deadliest wildfire in history, please check your closets and cupboards for all that equipment you haven't… https://www.instagram.com/p/BqIfEoCHY-q/?utm_source=ig_twitter_share&amp;igshid=163k8kvsw6egk",2018-11-13 19:40:21+00:00,,EvelynToddHair,,0,0,https://twitter.com/EvelynToddHair/status/1062429981970755584,13,19,40,1,"To benefit local beauty industry pros that have been displaced by California's deadliest wildfire in history, please check your closets and cupboards for all that equipment you haven't… ",1,"Paradise, CA"
481.0,"Paradise, CA",1.0624301518442168e+18,The next best thing when I am not near is mini me. #calfire #calfirefirefighters #firefighter #campfire #hope #prayer #faith @Silver Dollar Fair https://www.instagram.com/p/BqIfJoYFptB/?utm_source=ig_twitter_share&amp;igshid=gs4uz7lpahl3,2018-11-13 19:41:01+00:00,#calfire #calfirefirefighters #firefighter #campfire #hope #prayer #faith,AaronComfortDog,,0,0,https://twitter.com/AaronComfortDog/status/1062430151844216832,13,19,41,1,The next best thing when I am not near is mini me. #calfire #calfirefirefighters #firefighter #campfire #hope #prayer #faith @Silver Dollar Fair ,4,"Chico, CA"
480.0,"Paradise, CA",1.0624304443255277e+18,"I’ve been doing my part, all the way from #boise to help spread the word for those affected by the #CampFire. Please consider sending funds to this verifiable cause for the evacuees.… https://www.instagram.com/p/BqIfSC7nu64/?utm_source=ig_twitter_share&amp;igshid=1l7cripwj08px",2018-11-13 19:42:11+00:00,#boise #CampFire,FlacoMadsen,,0,0,https://twitter.com/FlacoMadsen/status/1062430444325527552,13,19,42,1,"I’ve been doing my part, all the way from #boise to help spread the word for those affected by the #CampFire. Please consider sending funds to this verifiable cause for the evacuees.… ",0,"Paradise, CA"
479.0,"Paradise, CA",1.0624317853872864e+18,"The moment the #Paradise welcome sign burned to the ground. A man I interviewed shared this me. He took it as he drove out of town Thursday afternoon, with fire on both sides of him...… https://www.instagram.com/p/BqIf5OjnpkC/?utm_source=ig_twitter_share&amp;igshid=ncje2pjqw4gm",2018-11-13 19:47:31+00:00,#Paradise,LemorAbrams,,0,0,https://twitter.com/LemorAbrams/status/1062431785387286529,13,19,47,1,"The moment the #Paradise welcome sign burned to the ground. A man I interviewed shared this me. He took it as he drove out of town Thursday afternoon, with fire on both sides of him...… ",1,"Chico, CA"
478.0,"Paradise, CA",1.062440510206419e+18,"Its been a few weeks, but this #Friday I'll be back on the decks at @Deejay_Eclectic So, come out and get your mind off of things and let lose for a while. #chicoca #chicostate… https://www.instagram.com/p/BqIj23JHrIQ/?utm_source=ig_twitter_share&amp;igshid=13dgrv19gxwfw",2018-11-13 20:22:11+00:00,#Friday #chicoca #chicostate,Deejay_Eclectic,@Deejay_Eclectic,0,0,https://twitter.com/Deejay_Eclectic/status/1062440510206418944,13,20,22,1,"Its been a few weeks, but this #Friday I'll be back on the decks at @Deejay_Eclectic So, come out and get your mind off of things and let lose for a while. #chicoca #chicostate… ",0,"Chico, CA"
475.0,"Chico, CA",1.0624563653675377e+18,Sometimes you just got to get away and regroup. This #campfire has effected me more than I had realized and my Spirit needed replenished. . This man yetiduck knows me well and knows when… https://www.instagram.com/p/BqIq8EBHpP1/?utm_source=ig_twitter_share&amp;igshid=h169nslf7h65,2018-11-13 21:25:11+00:00,#campfire,itry2frog1st,,0,0,https://twitter.com/itry2frog1st/status/1062456365367537664,13,21,25,1,Sometimes you just got to get away and regroup. This #campfire has effected me more than I had realized and my Spirit needed replenished. . This man yetiduck knows me well and knows when… ,1,"Chico, CA"
477.0,"Paradise, CA",1.0624565265379777e+18,"A blue light @Chico, California https://www.instagram.com/p/BqIrHHSHpZU/?utm_source=ig_twitter_share&amp;igshid=1r30hvi7dx8wm",2018-11-13 21:25:50+00:00,,SierraDudePhoto,,0,0,https://twitter.com/SierraDudePhoto/status/1062456526537977857,13,21,25,1,"A blue light @Chico, California ",0,"Chico, CA"
476.0,"Paradise, CA",1.062460152517931e+18,"Thank you bauschlomb for sending biotrue_solution, Soothe XP artificial tears, and lumifydrops for victims of #campfire @Chico Eye Center https://www.instagram.com/p/BqIsyz_FumL/?utm_source=ig_twitter_share&amp;igshid=150p3la7wdtca",2018-11-13 21:40:14+00:00,#campfire,ContactLensDoc,,1,1,https://twitter.com/ContactLensDoc/status/1062460152517931008,13,21,40,1,"Thank you bauschlomb for sending biotrue_solution, Soothe XP artificial tears, and lumifydrops for victims of #campfire @Chico Eye Center ",1,"Chico, CA"
475.0,"Paradise, CA",1.0624649724568125e+18,"#CampFire Adventures: We had 8 adults, 7 children, 4 dogs, 5 cats, and a pet rat here last night at one point. We have another family coming. A lot of emotions are circulating from:… https://www.instagram.com/p/BqIu-6AHvvQ/?utm_source=ig_twitter_share&amp;igshid=116ij69ixqk3z",2018-11-13 21:59:23+00:00,#CampFire,SoPertinacious,,3,0,https://twitter.com/SoPertinacious/status/1062464972456812544,13,21,59,1,"#CampFire Adventures: We had 8 adults, 7 children, 4 dogs, 5 cats, and a pet rat here last night at one point. We have another family coming. A lot of emotions are circulating from:… ",1,"Durham, CA"
474.0,"Paradise, CA",1.0624679193245532e+18,"One of the searchers here tells me, they’re looking for anything the size of a loaf of bread. #paradiselost #searchandrescuemission #californiawildfires @Paradise, California https://www.instagram.com/p/BqIvbmLnWta/?utm_source=ig_twitter_share&amp;igshid=l5cxopzhvpos",2018-11-13 22:11:06+00:00,#paradiselost #searchandrescuemission #californiawildfires,LemorAbrams,,0,0,https://twitter.com/LemorAbrams/status/1062467919324553216,13,22,11,1,"One of the searchers here tells me, they’re looking for anything the size of a loaf of bread. #paradiselost #searchandrescuemission #californiawildfires @Paradise, California ",1,"Paradise, CA"
473.0,"Paradise, CA",1.0624688215068384e+18,Our #WildcatFamily is committed to doing all we can to help spread awareness and help for those directly impacted by the #CampFire. Donate to the #WildcatsRise… https://www.instagram.com/p/BqIwu8VnNABPFRd96xDebEUben5pGu5J58WeTU0/?utm_source=ig_twitter_share&amp;igshid=dsr1dk3hzvvq,2018-11-13 22:14:41+00:00,#WildcatFamily #CampFire #WildcatsRise,Heathaafeg,,0,0,https://twitter.com/Heathaafeg/status/1062468821506838528,13,22,14,1,Our #WildcatFamily is committed to doing all we can to help spread awareness and help for those directly impacted by the #CampFire. Donate to the #WildcatsRise… ,0,"Chico, CA"
472.0,"Paradise, CA",1.0624737731888742e+18,Come down and check me out at #winksalon Dont forget about #free #washandstyle for the #displaced And our #grandopening on December 1st #chicosalonhair #chicohairstylist… https://www.instagram.com/p/BqIy-GHncL0/?utm_source=ig_twitter_share&amp;igshid=17gjrpbhadh2v,2018-11-13 22:34:21+00:00,#winksalon #free #washandstyle #displaced #grandopening #chicosalonhair #chicohairstylist,cosmoartistjess,,0,0,https://twitter.com/cosmoartistjess/status/1062473773188874240,13,22,34,1,Come down and check me out at #winksalon Dont forget about #free #washandstyle for the #displaced And our #grandopening on December 1st #chicosalonhair #chicohairstylist… ,0,"Chico, CA"
471.0,"Paradise, CA",1.062477875687895e+18,"Here’s a look at #CampFire damage in #Magalia off Ponderosa and Skyway @kcranews @Magalia, California https://www.instagram.com/kcravickigonzalez/p/BqI0gYQnm9Y/?utm_source=ig_twitter_share&amp;igshid=1eflp9u7mp2y0",2018-11-13 22:50:40+00:00,#CampFire #Magalia,VickiGonzaleztv,@kcranews,9,0,https://twitter.com/VickiGonzaleztv/status/1062477875687895040,13,22,50,1,"Here’s a look at #CampFire damage in #Magalia off Ponderosa and Skyway @kcranews @Magalia, California ",1,"Magalia, CA"
467.0,"Chico, CA",1.0624910327539753e+18,Just my guy yetiduck skipping rocks. Skipping rocks in slow motion is cool! #skippingrocks #myman #marcparker @Bidwell–Sacramento River State Park https://www.instagram.com/p/BqI6tGRnJGB/?utm_source=ig_twitter_share&amp;igshid=10a5r02w38vmu,2018-11-13 23:42:56+00:00,#skippingrocks #myman #marcparker,itry2frog1st,,0,0,https://twitter.com/itry2frog1st/status/1062491032753975296,13,23,42,1,Just my guy yetiduck skipping rocks. Skipping rocks in slow motion is cool! #skippingrocks #myman #marcparker @Bidwell–Sacramento River State Park ,0,"Chico, CA"
470.0,"Paradise, CA",1.0625112780470272e+18,Chico CA Tue Nov 13th PM Forecast: TONIGHT Hazy Lo 39 WEDNESDAY Hazy Hi 70,2018-11-14 01:03:23+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1062511278047027200,14,1,3,1,Chico CA Tue Nov 13th PM Forecast: TONIGHT Hazy Lo 39 WEDNESDAY Hazy Hi 70,0,"Chico, CA"
469.0,"Paradise, CA",1.0625157214717377e+18,One of these new-fangled light body martzens. But still damn tasty beer. - Drinking an OktoberHess by @mikehessbrewing @The Handle Bar —,2018-11-14 01:21:03+00:00,,Teddlet,@MikeHessBrewing,0,0,https://twitter.com/Teddlet/status/1062515721471737856,14,1,21,1,One of these new-fangled light body martzens. But still damn tasty beer. - Drinking an OktoberHess by @mikehessbrewing @The Handle Bar —,0,"Chico, CA"
468.0,"Paradise, CA",1.0625217834363616e+18,"Old school and right. This is the malt forward, kick the hops in the nuts, malty Octoberfest I've been looking for this year. - Drinking a Marzen Attacks by @BerryessaBeer @The Handle Bar —",2018-11-14 01:45:08+00:00,,Teddlet,,0,0,https://twitter.com/Teddlet/status/1062521783436361728,14,1,45,1,"Old school and right. This is the malt forward, kick the hops in the nuts, malty Octoberfest I've been looking for this year. - Drinking a Marzen Attacks by @BerryessaBeer @The Handle Bar —",0,"Chico, CA"
467.0,"Paradise, CA",1.0625234694919209e+18,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-14 01:51:50+00:00,#Paradise #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062523469491920896,14,1,51,1,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic ,1,"Paradise, CA"
466.0,"Paradise, CA",1.0625258983421171e+18,"#CampFire unofficial update: 130,000 Acres. 35% Contained*. #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2018-11-14 02:01:29+00:00,#CampFire #ButteCounty,CaliFireBot,,0,0,https://twitter.com/CaliFireBot/status/1062525898342117376,14,2,1,1,"#CampFire unofficial update: 130,000 Acres. 35% Contained*. #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",1,"Paradise, CA"
465.0,"Paradise, CA",1.062528693711528e+18,The loss of lives is heartbreaking and the devastation is hard to fathom. Your prayers are needed for the Paradise community and the first responders who continue to work so hard.… https://www.instagram.com/p/BqJL9XFFnY0/?utm_source=ig_twitter_share&amp;igshid=12prgd8wn2t7,2018-11-14 02:12:36+00:00,,AaronComfortDog,,0,1,https://twitter.com/AaronComfortDog/status/1062528693711527936,14,2,12,1,The loss of lives is heartbreaking and the devastation is hard to fathom. Your prayers are needed for the Paradise community and the first responders who continue to work so hard.… ,0,"Chico, CA"
464.0,"Paradise, CA",1.062539048172941e+18,"Up to $22,000+ raised and growing, in only 5 Days!!!Please considering donating as we know this money will be going directly to the employees impacted by the Camp Fire! Thank you to Ross… https://www.instagram.com/p/BqJQq9SnPjR/?utm_source=ig_twitter_share&amp;igshid=ru6muzv3ppf3",2018-11-14 02:53:44+00:00,,MedicAmbulance,,0,0,https://twitter.com/MedicAmbulance/status/1062539048172941312,14,2,53,1,"Up to $22,000+ raised and growing, in only 5 Days!!!Please considering donating as we know this money will be going directly to the employees impacted by the Camp Fire! Thank you to Ross… ",0,"Paradise, CA"
463.0,"Paradise, CA",1.0625412527243837e+18,"I'm in good hands! @Chico, California https://www.instagram.com/p/BqJRrK_B0Cn/?utm_source=ig_twitter_share&amp;igshid=1db68194llswc",2018-11-14 03:02:30+00:00,,PastorAndrewMcH,,0,0,https://twitter.com/PastorAndrewMcH/status/1062541252724383744,14,3,2,1,"I'm in good hands! @Chico, California ",0,"Chico, CA"
462.0,"Paradise, CA",1.0625415716048608e+18,Among today's activities: Long lines at the post office and the credit union. @Chico Downtown Plaza https://www.instagram.com/p/BqJR0J5hp7I/?utm_source=ig_twitter_share&amp;igshid=1svmmefw0uzhr,2018-11-14 03:03:46+00:00,,PastorAndrewMcH,,0,0,https://twitter.com/PastorAndrewMcH/status/1062541571604860933,14,3,3,1,Among today's activities: Long lines at the post office and the credit union. @Chico Downtown Plaza ,0,"Chico, CA"
461.0,"Paradise, CA",1.0625530597909379e+18,"After days of destruction and devastating rise in #campfire death toll, we can take ANY and EVERY uplifting moment. Here’s four. 1) Daniel is 6’8” in dire need to… https://www.instagram.com/kcravickigonzalez/p/BqJXCn7nCEL/?utm_source=ig_twitter_share&amp;igshid=11pdil8mhz8o7",2018-11-14 03:49:25+00:00,#campfire,VickiGonzaleztv,,3,0,https://twitter.com/VickiGonzaleztv/status/1062553059790938112,14,3,49,1,"After days of destruction and devastating rise in #campfire death toll, we can take ANY and EVERY uplifting moment. Here’s four. 1) Daniel is 6’8” in dire need to… ",1,"Magalia, CA"
460.0,"Paradise, CA",1.0625689635135816e+18,A very humbling experience today. @dr_coacht and I drove up to Incident Command in Chico to treat firefighters returning from a 24 hour shift and to deliver… https://www.instagram.com/p/BqJeRa4HGfWn4lNls-RZ7IM5kU3Iz7EX4KRMW40/?utm_source=ig_twitter_share&amp;igshid=9f6pot0my52k,2018-11-14 04:52:37+00:00,,KylePrusso,@Dr_CoachT,0,0,https://twitter.com/KylePrusso/status/1062568963513581568,14,4,52,1,A very humbling experience today. @dr_coacht and I drove up to Incident Command in Chico to treat firefighters returning from a 24 hour shift and to deliver… ,1,"Chico, CA"
459.0,"Paradise, CA",1.0625744448272877e+18,"My”line lunch”...or as some call...a “4 pound” lunch. Firefighters get them as they head out. Bag ripped. I was too nauseous to eat. Unreal stuff in the bag @Paradise, California https://www.instagram.com/p/BqJgw-Fnawt/?utm_source=ig_twitter_share&amp;igshid=ixslg8wulq61",2018-11-14 05:14:23+00:00,,jeffandrewswx,,0,0,https://twitter.com/jeffandrewswx/status/1062574444827287553,14,5,14,1,"My”line lunch”...or as some call...a “4 pound” lunch. Firefighters get them as they head out. Bag ripped. I was too nauseous to eat. Unreal stuff in the bag @Paradise, California ",1,"Paradise, CA"
458.0,"Paradise, CA",1.0625806929687183e+18,"This dude that been keeping me sane during all of my work following the #CampFire. Incredibly appreciative to have him here with me @Chico, California https://www.instagram.com/p/BqJjnHRnFZu/?utm_source=ig_twitter_share&amp;igshid=tvhiynlsfi93",2018-11-14 05:39:13+00:00,#CampFire,robertmaxrees,,0,0,https://twitter.com/robertmaxrees/status/1062580692968718337,14,5,39,1,"This dude that been keeping me sane during all of my work following the #CampFire. Incredibly appreciative to have him here with me @Chico, California ",0,"Chico, CA"
457.0,"Paradise, CA",1.0625863751476099e+18,"Seeing smoke even canvas while walking #posttraumatic #canvasart #firestick @Paradise, California https://www.instagram.com/p/BqJmMJTHF-u/?utm_source=ig_twitter_share&amp;igshid=1wmzhmap4h77u",2018-11-14 06:01:48+00:00,#posttraumatic #canvasart #firestick,niqfoto,,0,0,https://twitter.com/niqfoto/status/1062586375147610112,14,6,1,1,"Seeing smoke even canvas while walking #posttraumatic #canvasart #firestick @Paradise, California ",2,"Paradise, CA"
521.0,Butte County,1.0625914640295199e+18,Feather: Running,2018-11-14 06:22:01+00:00,,whats_running,,0,0,https://twitter.com/whats_running/status/1062591464029519873,14,6,22,1,Feather: Running,0,Butte County
456.0,"Paradise, CA",1.0625919506610545e+18,"#Repost tanjieart — Hey all, the Sixth Annual Chico Vegan Thanksgiving is still happening. Chico Vegans has always been about community and celebrating what we have in common, which is… https://www.instagram.com/p/BqJkmQyHL1S/?utm_source=ig_twitter_share&amp;igshid=1wka6y927zrok",2018-11-14 06:23:57+00:00,#Repost,chicovegan,,0,1,https://twitter.com/chicovegan/status/1062591950661054464,14,6,23,1,"#Repost tanjieart — Hey all, the Sixth Annual Chico Vegan Thanksgiving is still happening. Chico Vegans has always been about community and celebrating what we have in common, which is… ",0,"Chico, CA"
455.0,"Paradise, CA",1.0625941796272742e+18,"PARADISE REUNION: A heartwarming update to the injured cat that was rescued by albanyfire1869 firefighters off of Skyway Saturday morning in #Paradise. The cat, named Charlie, was finally… https://www.instagram.com/p/BqJpvkGHavl/?utm_source=ig_twitter_share&amp;igshid=qieslugiqilw",2018-11-14 06:32:49+00:00,#Paradise,Carlos_Saucedo,,1,1,https://twitter.com/Carlos_Saucedo/status/1062594179627274241,14,6,32,1,"PARADISE REUNION: A heartwarming update to the injured cat that was rescued by albanyfire1869 firefighters off of Skyway Saturday morning in #Paradise. The cat, named Charlie, was finally… ",1,"Paradise, CA"
454.0,"Paradise, CA",1.0625991840822394e+18,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-14 06:52:42+00:00,#Paradise #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062599184082239488,14,6,52,1,Camp fire closure in #Paradise&amp;SurroundingAreas on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic ,1,"Paradise, CA"
453.0,"Paradise, CA",1.0626835716162765e+18,"Join me in praying over the fire fighters who are working and surviving in the terrible conditions. God be with you all. @Paradise, California https://www.instagram.com/abigail_m3/p/BqKSYvmA3EP/?utm_source=ig_twitter_share&amp;igshid=1lxwe6o7n48o6",2018-11-14 12:28:01+00:00,,OMIEMSEDU,,0,0,https://twitter.com/OMIEMSEDU/status/1062683571616276480,14,12,28,1,"Join me in praying over the fire fighters who are working and surviving in the terrible conditions. God be with you all. @Paradise, California ",1,"Paradise, CA"
452.0,"Paradise, CA",1.062707150785409e+18,"#CampFire unofficial update: 135,000 Acres. 35% Contained*. #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2018-11-14 14:01:43+00:00,#CampFire #ButteCounty,CaliFireBot,,1,0,https://twitter.com/CaliFireBot/status/1062707150785409024,14,14,1,1,"#CampFire unofficial update: 135,000 Acres. 35% Contained*. #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",1,"Paradise, CA"
